Year,ActionGeo_CountryCode,avg_GoldsteinScale,sum_NumArticles,avg_AvgTone,min_AvgTone,max_AvgTone
2019,CI,0.74545443954268664,1810784,-2.09837783097106,-30.4347826086957,15.8878504672897
2019,HO,0.37515080774097376,642047,-3.2656713309622476,-24.1379310344828,18.0555555555555
2017,HR,0.97439247872578927,1464774,-1.245221424389948,-23.398128149748,17.4311926605505
2017,VT,1.4569690592838582,153488,-0.72388215184205351,-15.8198259940934,11.1111111111111
2017,ES,0.097025418425362484,493920,-2.6877536676703015,-26.463700234192,20.1550387596899
2017,MV,0.90640181290276844,158101,-1.0042465872210538,-19.7802197802198,16.0493827160494
2016,JA,1.2737127947204399,5622268,-0.99631755901651731,-27.2727272727273,22.3529411764706
2015,IS,-0.5089831664564427,9885279,-3.5165229839348413,-29.7619047619048,18.0851063829787
2015,KE,0.24712664714255486,2169927,-2.8716034775956474,-24.5098039215686,17.7583936800527
2015,LO,1.0918698043434774,475699,-1.7116412863015644,-30.7692307692308,18.1375915750916
2016,PC,0.83695652173913049,3089,-2.0366339362093879,-16.8224299065421,9.19540229885058
2018,NS,1.0398265564918596,89804,-0.8695374557965283,-16.6666666666667,13.5483870967742
2018,WF,2.4896551724137934,243,-1.2323857757591172,-12.5,3.44827586206897
2016,WQ,-1.2712,464,-1.9048138610542915,-10.8433734939759,3.14547837483617
2019,BQ,4.7,20,-3.1036704537636997,-3.26768128916742,-2.93965961835998
2020,BG,0.66844636602818708,1038341,-2.2171770545017782,-33.3333333333333,19.6875
2020,CO,0.76140986918430231,1407625,-2.3977055342260041,-26.4705882352941,18.6046511627907
2020,NF,0.00072992700729924628,588,-2.3375042165699438,-7.02127659574468,5.64516129032258
2019,CO,0.70060801029435371,2874510,-2.0941995217971456,-30.7692307692308,15.7407407407407
2019,MY,0.985459105409423,1735659,-1.5857484534576882,-28.5714285714286,19.3548387096774
2019,TD,0.42476876537030178,241162,-1.6810489984262833,-23.3576642335766,16.5562913907285
2019,CT,0.92318034729501852,135837,-1.9106604322670437,-24.6913580246913,13.1944444444444
2019,TV,2.2281632653061219,18606,-0.30764254733415169,-11.7525773195876,8.76068376068376
2017,EG,0.76031946285478269,9069951,-1.7352075603014425,-29.5774647887324,33.2352941176471
2017,AU,1.0325165472932321,1651446,-1.284504734052301,-26.5822784810127,31.25
2017,BU,1.3431696314273029,1854200,-0.81364065744910685,-24.6376811594203,20.2898550724638
2017,AM,0.94793279365443184,1941279,-1.160881354481279,-22.8571428571428,21.9178082191781
2017,CS,1.243875013999328,261522,-0.57275381373375223,-16.7420814479638,19.7183098591549
2016,TS,-0.035984392960217652,1687657,-2.8854641484609056,-25.0,19.5121951219512
2016,SA,0.29679120655629565,6788627,-2.0295848677251511,-36.8421052631579,26.6666666666667
2017,MF,1.3341379310344825,16964,-1.5986827201478859,-17.1428571428572,7.80487804878049
2015,HR,0.82069535265613991,1287379,-2.02503356401046,-29.4843049327354,21.6666666666666
2015,CE,0.55931492380565084,1519501,-2.0295576833990436,-24.5454545454545,16.4102564102564
2018,HU,0.9959715790680016,1518013,-1.4734197232019255,-24.5283018867925,18.8679245283019
2018,CQ,2.1981402002861223,3935,-0.055237165320866352,-9.37500000000003,13.6363636363636
2018,TK,0.78610897927858769,18915,-0.53325761986748643,-17.2932330827068,15.5555555555556
2017,CR,0.19999999999999998,28,-2.0422408463547459,-2.12962962962963,-1.76211453744493
2015,IO,0.26781609195402295,1021,-1.7220249753466235,-5.55555555555556,2.27272727272727
2015,WF,-0.2599999999999999,59,-2.7231957680644578,-12.7906976744186,2.10526315789473
2020,KG,1.1844234246765892,261335,-2.1725396720140391,-27.5862068965517,18.0327868852459
2020,CJ,1.75564537860415,18739,-0.7402766975954761,-11.6666666666667,8.9622641509434
